-2.461645356311827348e-01,6.101054489236785727e-01,-4.068624034578319781e-01,-6.168853520316623928e-01,-2.807357107782146310e-01,8.015067307646105144e-02,1.002463432088037898e+00,-8.100288403688740702e-02,-3.455048651626763667e-01,-5.394256594841626562e-01
-4.535513206085989291e-01,-3.312410881945717089e-01,-1.836198333441544650e-01,2.167537539703529303e-01,7.709028428373833064e-01,-6.106573191124154386e-03,-4.104398962282599372e-01,-4.325651563962239488e-01,1.137404309420372850e-02,5.365735816219349141e-01
5.967575404120972760e-02,-2.487570697438662437e-02,-4.397189836234494664e-01,1.975104172086602772e-01,-7.733184879100540865e-01,-4.403779371164102674e-01,2.343939411495818692e-01,4.728564519065846239e-02,1.529662051374698351e-01,7.924340807816453447e-01
-4.887548647184046802e-01,-7.442552282564515731e-02,-1.659269708161054957e-01,-2.905374400542835023e-01,-2.890995957553132434e-01,1.201581504818801660e-01,1.000410726386843918e-01,1.997598769067567837e-01,8.841293812466730628e-01,1.154627168586864483e-01
1.030038887401121483e+00,2.786852981465059997e-01,1.521723327535348669e-01,1.570894545364703854e-01,-5.545020139433208539e-02,3.348316454784192597e-01,-2.986714311908016950e-01,-2.784000909718046812e-01,-2.684140609139925582e-01,-6.213713866840580025e-01
-1.695148984403063025e-02,3.005683446506832723e-01,-7.192655998609742696e-02,-1.067223203393605387e-02,2.839837489056970532e-01,1.919278491252738306e-01,5.771332678475834532e-01,1.456119424055992151e-01,2.090729637238049887e-01,-4.976766435078855966e-01
9.949111293733579053e-01,-5.305321781263465375e-02,-7.278416932034564857e-01,-3.421478435582110400e-01,4.034409063015031993e-01,-4.753611346251334080e-01,2.982298372876080461e-01,9.263179451249596574e-02,-4.936858442711958839e-01,2.861060729575257700e-01
-8.838580906905443291e-01,-3.669197038189179749e-01,8.813340564339805505e-01,1.863916328123368937e-02,-4.822765573351696089e-01,2.881471063141333167e-01,-4.772502929060257193e-01,-1.575857223098053872e-01,-4.823727181037956724e-01,2.902203580139994799e-01
4.647290314741370221e-02,-2.016705837252942279e-01,3.014366098649358047e-02,6.356418364868539062e-01,-2.282707837184033695e-01,1.399605629163120923e-01,2.483206884605801135e-01,-2.065250449779913178e-01,3.259878906419054756e-01,-3.949698096964311678e-02
1.320056788693317884e-01,-7.672910110480575530e-02,5.835189567980363368e-01,-4.220575764586235318e-02,-1.972389451887535117e-01,7.397926827237769065e-02,-2.399418064928828254e-01,-5.353628014206460728e-01,2.867837552274435028e-02,-1.685095896131120208e-01
